form_id,lexeme,cell,source_form,orth_form,analysed_orth_form,phon_form,analysed_phon_form,variants_tag,paradigm_tag,overabundance_tag,source,page,language_id
tedim354,mu:³,3.pl.2.pl.fut.neg,a³ hoŋ¹-mu³ lou³ diːŋ¹ uʔ³ hiː³,a³ hoŋ¹-Σ lou³ diːŋ¹ uʔ³ hiː³,a³+hoŋ¹+Σ+lou³+diːŋ¹+uʔ³+hiː³,a ¹ h o ŋ ⁵ Σ l ou ¹ d ii ŋ ⁵ u ʔ ¹ h ii ¹,a ¹ + h o ŋ ⁵ + Σ + l ou ¹ + d ii ŋ ⁵ + u ʔ ¹ + h ii ¹,formal,lou_neg,,Zhou2025Tedim,nopage,tedim
tedim355,mu:³,3.sg.3.sg.fut.neg,mu³ kei¹ in²teʔ¹,Σ kei¹ in²teʔ¹,Σ+kei¹+in²teʔ¹,Σ k ei ⁵ i n ³ t e ʔ ⁵,Σ + k ei ⁵ + i n ³ t e ʔ ⁵,informal,,,Zhou2025Tedim,nopage,tedim
tedim356,mu:³,3.sg.3.sg.fut.neg,mu³ lou³ diːŋ¹,Σ lou³ diːŋ¹,Σ+lou³+diːŋ¹,Σ l ou ¹ d ii ŋ ⁵,Σ + l ou ¹ + d ii ŋ ⁵,informal,unspec_par; lou_neg,,Zhou2025Tedim,nopage,tedim
tedim357,mu:³,3.sg.3.sg.fut.neg,a¹ mu³ kei¹ diːŋ¹ hiː³,a¹ Σ kei¹ diːŋ¹ hiː³,a¹+Σ+kei¹+diːŋ¹+hiː³,a ⁵ Σ k ei ⁵ d ii ŋ ⁵ h ii ¹,a ⁵ + Σ + k ei ⁵ + d ii ŋ ⁵ + h ii ¹,formal,,,Zhou2025Tedim,nopage,tedim
tedim358,mu:³,3.sg.3.sg.fut.neg,a¹ mu³ lou³ diːŋ¹ hiː³,a¹ Σ lou³ diːŋ¹ hiː³,a¹+Σ+lou³+diːŋ¹+hiː³,a ⁵ Σ l ou ¹ d ii ŋ ⁵ h ii ¹,a ⁵ + Σ + l ou ¹ + d ii ŋ ⁵ + h ii ¹,formal,lou_neg,,Zhou2025Tedim,nopage,tedim
tedim359,mu:³,3.sg.3.pl.fut.neg,mu³ kei¹ in² teʔ³,Σ kei¹ in² teʔ³,Σ+kei¹+in²teʔ¹,Σ k ei ⁵ i n ³ t e ʔ ⁵,Σ + k ei ⁵ + i n ³ t e ʔ ⁵,informal,,,Zhou2025Tedim,nopage,tedim
tedim360,mu:³,3.sg.3.pl.fut.neg,mu³ lou³ diːŋ¹,Σ lou³ diːŋ¹,Σ+lou³+diːŋ¹,Σ l ou ¹ d ii ŋ ⁵,Σ + l ou ¹ + d ii ŋ ⁵,informal,unspec_par; lou_neg,,Zhou2025Tedim,nopage,tedim
tedim361,mu:³,3.sg.3.pl.fut.neg,a¹ mu³ kei¹ diːŋ¹ hiː³,a¹ Σ kei¹ diːŋ¹ hiː³,a¹+Σ+kei¹+diːŋ¹+hiː³,a ⁵ Σ k ei ⁵ d ii ŋ ⁵ h ii ¹,a ⁵ + Σ + k ei ⁵ + d ii ŋ ⁵ + h ii ¹,formal,,,Zhou2025Tedim,nopage,tedim
tedim362,mu:³,3.sg.3.pl.fut.neg,a¹ mu³ lou³ diːŋ¹ hiː³,a¹ Σ lou³ diːŋ¹ hiː³,a¹+Σ+lou³+diːŋ¹+hiː³,a ⁵ Σ l ou ¹ d ii ŋ ⁵ h ii ¹,a ⁵ + Σ + l ou ¹ + d ii ŋ ⁵ + h ii ¹,formal,lou_neg,,Zhou2025Tedim,nopage,tedim
tedim363,mu:³,3.pl.3.sg.fut.neg,mu³ kei¹ un²teʔ¹,Σ kei¹ un²teʔ¹,Σ+kei¹+un²teʔ¹,Σ k ei ⁵ u n ³ t e ʔ ⁵,Σ + k ei ⁵ + u n ³ t e ʔ ⁵,informal,,,Zhou2025Tedim,nopage,tedim
tedim364,mu:³,3.pl.3.sg.fut.neg,mu³ lou³ diːŋ¹,Σ lou³ diːŋ¹,Σ+lou³+diːŋ¹,Σ l ou ¹ d ii ŋ ⁵,Σ + l ou ¹ + d ii ŋ ⁵,informal,unspec_par; lou_neg,optional_plural,Zhou2025Tedim,nopage,tedim
tedim365,mu:³,3.pl.3.sg.fut.neg,mu³ lou³ diːŋ¹ uʔ³,Σ lou³ diːŋ¹ uʔ³,Σ+lou³+diːŋ¹+uʔ³,Σ l ou ¹ d ii ŋ ⁵ u ʔ ¹,Σ + l ou ¹ + d ii ŋ ⁵ + u ʔ ¹,informal,unspec_par; lou_neg,,Zhou2025Tedim,nopage,tedim
tedim366,mu:³,3.pl.3.sg.fut.neg,a¹ mu³ kei¹ diːŋ¹ hiː³,a¹ Σ kei¹ diːŋ¹ hiː³,a¹+Σ+kei¹+diːŋ¹+hiː³,a ⁵ Σ k ei ⁵ d ii ŋ ⁵ h ii ¹,a ⁵ + Σ + k ei ⁵ + d ii ŋ ⁵ + h ii ¹,formal,,optional_plural,Zhou2025Tedim,nopage,tedim
tedim367,mu:³,3.pl.3.sg.fut.neg,a¹ mu³ kei¹ diːŋ¹ uʔ³ hiː³,a¹ Σ kei¹ diːŋ¹ uʔ³ hiː³,a¹+Σ+kei¹+diːŋ¹+uʔ³+hiː³,a ⁵ Σ k ei ⁵ d ii ŋ ⁵ u ʔ ¹ h ii ¹,a ⁵ + Σ + k ei ⁵ + d ii ŋ ⁵ + u ʔ ¹ + h ii ¹,formal,,,Zhou2025Tedim,nopage,tedim
tedim368,mu:³,3.pl.3.sg.fut.neg,a¹ mu³ lou³ diːŋ¹ hiː³,a¹ Σ lou³ diːŋ¹ hiː³,a¹+Σ+lou³+diːŋ¹+hiː³,a ⁵ Σ l ou ¹ d ii ŋ ⁵ h ii ¹,a ⁵ + Σ + l ou ¹ + d ii ŋ ⁵ + h ii ¹,formal,lou_neg,optional_plural,Zhou2025Tedim,nopage,tedim
tedim369,mu:³,3.pl.3.sg.fut.neg,a¹ mu³ lou³ diːŋ¹ uʔ³ hiː³,a¹ Σ lou³ diːŋ¹ uʔ³ hiː³,a¹+Σ+lou³+diːŋ¹+uʔ³+hiː³,a ⁵ Σ l ou ¹ d ii ŋ ⁵ u ʔ ¹ h ii ¹,a ⁵ + Σ + l ou ¹ + d ii ŋ ⁵ + u ʔ ¹ + h ii ¹,formal,lou_neg,,Zhou2025Tedim,nopage,tedim
tedim370,mu:³,3.pl.3.pl.fut.neg,mu³ kei¹ un²teʔ¹,Σ kei¹ un²teʔ¹,Σ+kei¹+un²teʔ¹,Σ k ei ⁵ u n ³ t e ʔ ⁵,Σ + k ei ⁵ + u n ³ t e ʔ ⁵,informal,,,Zhou2025Tedim,nopage,tedim
tedim371,mu:³,3.pl.3.pl.fut.neg,mu³ lou³ diːŋ¹,Σ lou³ diːŋ¹,Σ+lou³+diːŋ¹,Σ l ou ¹ d ii ŋ ⁵,Σ + l ou ¹ + d ii ŋ ⁵,informal,unspec_par; lou_neg,optional_plural,Zhou2025Tedim,nopage,tedim
tedim372,mu:³,3.pl.3.pl.fut.neg,mu³ lou³ diːŋ¹ uʔ³,Σ lou³ diːŋ¹ uʔ³,Σ+lou³+diːŋ¹+uʔ³,Σ l ou ¹ d ii ŋ ⁵ u ʔ ¹,Σ + l ou ¹ + d ii ŋ ⁵ + u ʔ ¹,informal,unspec_par; lou_neg,,Zhou2025Tedim,nopage,tedim
tedim373,mu:³,3.pl.3.pl.fut.neg,a¹ mu³ kei¹ diːŋ¹ hiː³,a¹ Σ kei¹ diːŋ¹ hiː³,a¹+Σ+kei¹+diːŋ¹+hiː³,a ⁵ Σ k ei ⁵ d ii ŋ ⁵ h ii ¹,a ⁵ + Σ + k ei ⁵ + d ii ŋ ⁵ + h ii ¹,formal,,optional_plural,Zhou2025Tedim,nopage,tedim
tedim374,mu:³,3.pl.3.pl.fut.neg,a¹ mu³ kei¹ diːŋ¹ uʔ³ hiː³,a¹ Σ kei¹ diːŋ¹ uʔ³ hiː³,a¹+Σ+kei¹+diːŋ¹+uʔ³+hiː³,a ⁵ Σ k ei ⁵ d ii ŋ ⁵ u ʔ ¹ h ii ¹,a ⁵ + Σ + k ei ⁵ + d ii ŋ ⁵ + u ʔ ¹ + h ii ¹,formal,,,Zhou2025Tedim,nopage,tedim
tedim375,mu:³,3.pl.3.pl.fut.neg,a¹ mu³ lou³ diːŋ¹ hiː³,a¹ Σ lou³ diːŋ¹ hiː³,a¹+Σ+lou³+diːŋ¹+hiː³,a ⁵ Σ l ou ¹ d ii ŋ ⁵ h ii ¹,a ⁵ + Σ + l ou ¹ + d ii ŋ ⁵ + h ii ¹,formal,lou_neg,optional_plural,Zhou2025Tedim,nopage,tedim
tedim376,mu:³,3.pl.3.pl.fut.neg,a¹ mu³ lou³ diːŋ¹ uʔ³ hiː³,a¹ Σ lou³ diːŋ¹ uʔ³ hiː³,a¹+Σ+lou³+diːŋ¹+uʔ³+hiː³,a ⁵ Σ l ou ¹ d ii ŋ ⁵ u ʔ ¹ h ii ¹,a ⁵ + Σ + l ou ¹ + d ii ŋ ⁵ + u ʔ ¹ + h ii ¹,formal,lou_neg,,Zhou2025Tedim,nopage,tedim
tedim377,pai²,1.sg.nfut.aff,pai² iŋ³,Σ iŋ³,Σ+iŋ³,Σ i ŋ ¹,Σ + i ŋ ¹,informal,,,Zhou2025Tedim,nopage,tedim
tedim378,pai²,1.sg.nfut.aff,pai²,Σ,Σ,Σ,Σ,informal,unspec_par,,Zhou2025Tedim,nopage,tedim
tedim379,pai²,1.sg.nfut.aff,ka² pai² hiː³,ka² Σ hiː³,ka²+Σ+hiː³,k a ³ Σ h ii ¹,k a ³ + Σ + h ii ¹,formal,,,Zhou2025Tedim,nopage,tedim
tedim380,pai²,1.pl.excl.nfut.aff,pai² uŋ³,Σ uŋ³,Σ+uŋ³,Σ u ŋ ¹,Σ + u ŋ ¹,informal,,,Zhou2025Tedim,nopage,tedim
tedim381,pai²,1.pl.incl.nfut.aff,pai² haŋ³,Σ haŋ³,Σ+haŋ³,Σ h a ŋ ¹,Σ + h a ŋ ¹,informal,,,Zhou2025Tedim,nopage,tedim
tedim382,pai²,1.pl.excl.nfut.aff,pai²,Σ,Σ,Σ,Σ,informal,unspec_par,optional_plural,Zhou2025Tedim,nopage,tedim
tedim383,pai²,1.pl.excl.nfut.aff,pai² uʔ³,Σ uʔ³,Σ+uʔ³,Σ u ʔ ¹,Σ + u ʔ ¹,informal,unspec_par,,Zhou2025Tedim,nopage,tedim
tedim384,pai²,1.pl.incl.nfut.aff,pai²,Σ,Σ,Σ,Σ,informal,unspec_par,optional_plural,Zhou2025Tedim,nopage,tedim
tedim385,pai²,1.pl.incl.nfut.aff,pai² uʔ³,Σ uʔ³,Σ+uʔ³,Σ u ʔ ¹,Σ + u ʔ ¹,informal,unspec_par,,Zhou2025Tedim,nopage,tedim
tedim386,pai²,1.pl.excl.nfut.aff,ka² pai² hiː³,ka² Σ hiː³,ka²+Σ+hiː³,k a ³ Σ h ii ¹,k a ³ + Σ + h ii ¹,formal,,optional_plural,Zhou2025Tedim,nopage,tedim
tedim387,pai²,1.pl.excl.nfut.aff,ka² pai² uʔ³ hiː³,ka² Σ uʔ³ hiː³,ka²+Σ+uʔ³+hiː³,k a ³ Σ u ʔ ¹ h ii ¹,k a ³ + Σ + u ʔ ¹ + h ii ¹,formal,,,Zhou2025Tedim,nopage,tedim
tedim388,pai²,1.pl.incl.nfut.aff,i² pai² hiː³,i² Σ hiː³,i²+Σ+hiː³,i ³ Σ h ii ¹,i ³ + Σ + h ii ¹,formal,,,Zhou2025Tedim,nopage,tedim
tedim389,mu:³,1.sg.2.sg.nfut.aff,hoŋ¹-muː³ iŋ³,hoŋ¹-Σ iŋ³,hoŋ¹+Σ+iŋ³,h o ŋ ⁵ Σ i ŋ ¹,h o ŋ ⁵ + Σ + i ŋ ¹,informal,,,Zhou2025Tedim,nopage,tedim
tedim390,mu:³,1.sg.2.sg.nfut.aff,hoŋ¹-muː³,hoŋ¹-Σ,hoŋ¹+Σ,h o ŋ ⁵ Σ,h o ŋ ⁵ + Σ,informal,unspec_par,,Zhou2025Tedim,nopage,tedim
tedim391,mu:³,1.sg.2.sg.nfut.aff,koŋ¹-muː³ hiː³,koŋ¹-Σ hiː³,koŋ¹+Σ+hiː³,k o ŋ ⁵ Σ h ii ¹,k o ŋ ⁵ + Σ + h ii ¹,formal,,,Zhou2025Tedim,nopage,tedim
tedim392,mu:³,1.sg.2.pl.nfut.aff,hoŋ¹-muː³ iŋ³,hoŋ¹-Σ iŋ³,hoŋ¹+Σ+iŋ³,h o ŋ ⁵ Σ i ŋ ¹,h o ŋ ⁵ + Σ + i ŋ ¹,informal,,,Zhou2025Tedim,nopage,tedim
tedim393,mu:³,1.sg.2.pl.nfut.aff,hoŋ¹-muː³,hoŋ¹-Σ,hoŋ¹+Σ,h o ŋ ⁵ Σ,h o ŋ ⁵ + Σ,informal,unspec_par,,Zhou2025Tedim,nopage,tedim
tedim394,mu:³,1.sg.2.pl.nfut.aff,koŋ¹-muː³ hiː³,koŋ¹-Σ hiː³,koŋ¹+Σ+hiː³,k o ŋ ⁵ Σ h ii ¹,k o ŋ ⁵ + Σ + h ii ¹,formal,,,Zhou2025Tedim,nopage,tedim
tedim395,mu:³,1.pl.excl.2.sg.nfut.aff,hoŋ¹-muː³ uŋ³,hoŋ¹-Σ uŋ³,hoŋ¹+Σ+uŋ³,h o ŋ ⁵ Σ u ŋ ¹,h o ŋ ⁵ + Σ + u ŋ ¹,informal,,,Zhou2025Tedim,nopage,tedim
tedim396,mu:³,1.pl.excl.2.sg.nfut.aff,hoŋ¹-muː³,hoŋ¹-Σ,hoŋ¹+Σ,h o ŋ ⁵ Σ,h o ŋ ⁵ + Σ,informal,unspec_par,optional_plural,Zhou2025Tedim,nopage,tedim
tedim397,mu:³,1.pl.excl.2.sg.nfut.aff,hoŋ¹-muː³ uʔ³,hoŋ¹-Σ uʔ³,hoŋ¹+Σ+uʔ³,h o ŋ ⁵ Σ u ʔ ¹,h o ŋ ⁵ + Σ + u ʔ ¹,informal,unspec_par,,Zhou2025Tedim,nopage,tedim
tedim398,mu:³,1.pl.excl.2.sg.nfut.aff,koŋ¹-muː³ hiː³,koŋ¹-Σ hiː³,koŋ¹+Σ+hiː³,k o ŋ ⁵ Σ h ii ¹,k o ŋ ⁵ + Σ + h ii ¹,formal,,optional_plural,Zhou2025Tedim,nopage,tedim
tedim399,mu:³,1.pl.excl.2.sg.nfut.aff,koŋ¹-muː³ uʔ³ hiː³,koŋ¹-Σ uʔ³ hiː³,koŋ¹+Σ+uʔ³+hiː³,k o ŋ ⁵ Σ u ʔ ¹ h ii ¹,k o ŋ ⁵ + Σ + u ʔ ¹ + h ii ¹,formal,,,Zhou2025Tedim,nopage,tedim
tedim400,mu:³,1.pl.excl.2.pl.nfut.aff,hoŋ¹-muː³ uŋ³,hoŋ¹-Σ uŋ³,hoŋ¹+Σ+uŋ³,h o ŋ ⁵ Σ u ŋ ¹,h o ŋ ⁵ + Σ + u ŋ ¹,informal,,,Zhou2025Tedim,nopage,tedim
tedim401,mu:³,1.pl.excl.2.pl.nfut.aff,hoŋ¹-muː³,hoŋ¹-Σ,hoŋ¹+Σ,h o ŋ ⁵ Σ,h o ŋ ⁵ + Σ,informal,unspec_par,optional_plural,Zhou2025Tedim,nopage,tedim
tedim402,mu:³,1.pl.excl.2.pl.nfut.aff,hoŋ¹-muː³ uʔ³,hoŋ¹-Σ uʔ³,hoŋ¹+Σ+uʔ³,h o ŋ ⁵ Σ u ʔ ¹,h o ŋ ⁵ + Σ + u ʔ ¹,informal,unspec_par,,Zhou2025Tedim,nopage,tedim
tedim403,mu:³,1.pl.excl.2.pl.nfut.aff,koŋ¹-muː³ hiː³,koŋ¹-Σ hiː³,koŋ¹+Σ+hiː³,k o ŋ ⁵ Σ h ii ¹,k o ŋ ⁵ + Σ + h ii ¹,formal,,optional_plural,Zhou2025Tedim,nopage,tedim
tedim404,mu:³,1.pl.excl.2.pl.nfut.aff,koŋ¹-muː³ uʔ³ hiː³,koŋ¹-Σ uʔ³ hiː³,koŋ¹+Σ+uʔ³+hiː³,k o ŋ ⁵ Σ u ʔ ¹ h ii ¹,k o ŋ ⁵ + Σ + u ʔ ¹ + h ii ¹,formal,,,Zhou2025Tedim,nopage,tedim
tedim405,mu:³,1.sg.3.sg.nfut.aff,muː³ iŋ³,Σ iŋ³,Σ+iŋ³,Σ i ŋ ¹,Σ + i ŋ ¹,informal,,,Zhou2025Tedim,nopage,tedim
tedim406,mu:³,1.sg.3.sg.nfut.aff,muː³,Σ,Σ,Σ,Σ,informal,unspec_par,,Zhou2025Tedim,nopage,tedim
tedim407,mu:³,1.sg.3.sg.nfut.aff,ka¹ muː³ hiː³,ka¹ Σ hiː³,ka¹+Σ+hiː³,k a ⁵ Σ h ii ¹,k a ⁵ + Σ + h ii ¹,formal,,,Zhou2025Tedim,nopage,tedim
tedim408,mu:³,1.sg.3.pl.nfut.aff,muː³ iŋ³,Σ iŋ³,Σ+iŋ³,Σ i ŋ ¹,Σ + i ŋ ¹,informal,,,Zhou2025Tedim,nopage,tedim
tedim409,mu:³,1.sg.3.pl.nfut.aff,muː³,Σ,Σ,Σ,Σ,informal,unspec_par,,Zhou2025Tedim,nopage,tedim
tedim410,mu:³,1.sg.3.pl.nfut.aff,ka¹ muː³ hiː³,ka¹ Σ hiː³,ka¹+Σ+hiː³,k a ⁵ Σ h ii ¹,k a ⁵ + Σ + h ii ¹,formal,,,Zhou2025Tedim,nopage,tedim
tedim411,mu:³,1.pl.excl.3.sg.nfut.aff,muː³ uŋ³,Σ uŋ³,Σ+uŋ³,Σ u ŋ ¹,Σ + u ŋ ¹,informal,,,Zhou2025Tedim,nopage,tedim
tedim412,mu:³,1.pl.incl.3.sg.nfut.aff,muː³ haŋ³,Σ haŋ³,Σ+haŋ³,Σ h a ŋ ¹,Σ + h a ŋ ¹,informal,,,Zhou2025Tedim,nopage,tedim
tedim413,mu:³,1.pl.excl.3.sg.nfut.aff,muː³,Σ,Σ,Σ,Σ,informal,unspec_par,optional_plural,Zhou2025Tedim,nopage,tedim
tedim414,mu:³,1.pl.excl.3.sg.nfut.aff,muː³ uʔ³,Σ uʔ³,Σ+uʔ³,Σ u ʔ ¹,Σ + u ʔ ¹,informal,unspec_par,,Zhou2025Tedim,nopage,tedim
tedim415,mu:³,1.pl.incl.3.sg.nfut.aff,muː³,Σ,Σ,Σ,Σ,informal,unspec_par,optional_plural,Zhou2025Tedim,nopage,tedim
tedim416,mu:³,1.pl.incl.3.sg.nfut.aff,muː³ uʔ³,Σ uʔ³,Σ+uʔ³,Σ u ʔ ¹,Σ + u ʔ ¹,informal,unspec_par,,Zhou2025Tedim,nopage,tedim
tedim417,mu:³,1.pl.excl.3.sg.nfut.aff,ka¹ muː³ hiː³,ka¹ Σ hiː³,ka¹+Σ+hiː³,k a ⁵ Σ h ii ¹,k a ⁵ + Σ + h ii ¹,formal,,optional_plural,Zhou2025Tedim,nopage,tedim
tedim418,mu:³,1.pl.excl.3.sg.nfut.aff,ka¹ muː³ uʔ³ hiː³,ka¹ Σ uʔ³ hiː³,ka¹+Σ+uʔ³+hiː³,k a ⁵ Σ u ʔ ¹ h ii ¹,k a ⁵ + Σ + u ʔ ¹ + h ii ¹,formal,,,Zhou2025Tedim,nopage,tedim
tedim419,mu:³,1.pl.incl.3.sg.nfut.aff,i¹ muː³ hiː³,i¹ Σ hiː³,i¹+Σ+hiː³,i ⁵ Σ h ii ¹,i ⁵ + Σ + h ii ¹,formal,,,Zhou2025Tedim,nopage,tedim
tedim420,mu:³,1.pl.excl.3.pl.nfut.aff,muː³ uŋ³,Σ uŋ³,Σ+uŋ³,Σ u ŋ ¹,Σ + u ŋ ¹,informal,,,Zhou2025Tedim,nopage,tedim
tedim421,mu:³,1.pl.incl.3.pl.nfut.aff,muː³ haŋ³,Σ haŋ³,Σ+haŋ³,Σ h a ŋ ¹,Σ + h a ŋ ¹,informal,,,Zhou2025Tedim,nopage,tedim
tedim422,mu:³,1.pl.excl.3.pl.nfut.aff,muː³,Σ,Σ,Σ,Σ,informal,unspec_par,optional_plural,Zhou2025Tedim,nopage,tedim
tedim423,mu:³,1.pl.excl.3.pl.nfut.aff,muː³ uʔ³,Σ uʔ³,Σ+uʔ³,Σ u ʔ ¹,Σ + u ʔ ¹,informal,unspec_par,,Zhou2025Tedim,nopage,tedim
tedim424,mu:³,1.pl.incl.3.pl.nfut.aff,muː³,Σ,Σ,Σ,Σ,informal,unspec_par,optional_plural,Zhou2025Tedim,nopage,tedim
tedim425,mu:³,1.pl.incl.3.pl.nfut.aff,muː³ uʔ³,Σ uʔ³,Σ+uʔ³,Σ u ʔ ¹,Σ + u ʔ ¹,informal,unspec_par,,Zhou2025Tedim,nopage,tedim
tedim426,mu:³,1.pl.excl.3.pl.nfut.aff,ka¹ muː³ hiː³,ka¹ Σ hiː³,ka¹+Σ+hiː³,k a ⁵ Σ h ii ¹,k a ⁵ + Σ + h ii ¹,formal,,optional_plural,Zhou2025Tedim,nopage,tedim
tedim427,mu:³,1.pl.excl.3.pl.nfut.aff,ka¹ muː³ uʔ³ hiː³,ka¹ Σ uʔ³ hiː³,ka¹+Σ+uʔ³+hiː³,k a ⁵ Σ u ʔ ¹ h ii ¹,k a ⁵ + Σ + u ʔ ¹ + h ii ¹,formal,,,Zhou2025Tedim,nopage,tedim
tedim428,mu:³,1.pl.incl.3.pl.nfut.aff,i¹ muː³ hiː³,i¹ Σ hiː³,i¹+Σ+hiː³,i ⁵ Σ h ii ¹,i ⁵ + Σ + h ii ¹,formal,,,Zhou2025Tedim,nopage,tedim
tedim429,pai²,2.sg.nfut.aff,pai² teʔ³,Σ teʔ³,Σ+teʔ³,Σ t e ʔ ¹,Σ + t e ʔ ¹,informal,,,Zhou2025Tedim,nopage,tedim
tedim430,pai²,2.sg.nfut.aff,pai²,Σ,Σ,Σ,Σ,informal,unspec_par,,Zhou2025Tedim,nopage,tedim
tedim431,pai²,2.sg.nfut.aff,na² pai² hiː³,na² Σ hiː³,na²+Σ+hiː³,n a ³ Σ h ii ¹,n a ³ + Σ + h ii ¹,formal,,,Zhou2025Tedim,nopage,tedim
tedim432,pai²,2.pl.nfut.aff,pai² teʔ³,Σ teʔ³,Σ+teʔ³,Σ t e ʔ ¹,Σ + t e ʔ ¹,informal,,optional_plural,Zhou2025Tedim,nopage,tedim
tedim433,pai²,2.pl.nfut.aff,pai² uʔ³teʔ³,Σ uʔ³teʔ³,Σ+uʔ³+teʔ³,Σ u ʔ ¹ t e ʔ ¹,Σ + u ʔ ¹ + t e ʔ ¹,informal,,,Zhou2025Tedim,nopage,tedim
tedim434,pai²,2.pl.nfut.aff,pai²,Σ,Σ,Σ,Σ,informal,unspec_par,optional_plural,Zhou2025Tedim,nopage,tedim
tedim435,pai²,2.pl.nfut.aff,pai² uʔ³,Σ uʔ³,Σ+uʔ³,Σ u ʔ ¹,Σ + u ʔ ¹,informal,unspec_par,,Zhou2025Tedim,nopage,tedim
tedim436,pai²,2.pl.nfut.aff,na² pai² hiː³,na² Σ hiː³,na²+Σ+hiː³,n a ³ Σ h ii ¹,n a ³ + Σ + h ii ¹,formal,,optional_plural,Zhou2025Tedim,nopage,tedim
tedim437,pai²,2.pl.nfut.aff,na² pai² uʔ³ hiː³,na² Σ uʔ³ hiː³,na²+Σ+uʔ³+hiː³,n a ³ Σ u ʔ ¹ h ii ¹,n a ³ + Σ + u ʔ ¹ + h ii ¹,formal,,,Zhou2025Tedim,nopage,tedim
tedim438,mu:³,2.sg.1.sg.nfut.aff,hoŋ¹-muː³ teʔ³,hoŋ¹-Σ teʔ³,hoŋ¹+Σ+teʔ³,h o ŋ ⁵ Σ t e ʔ ¹,h o ŋ ⁵ + Σ + t e ʔ ¹,informal,,,Zhou2025Tedim,nopage,tedim
tedim439,mu:³,2.sg.1.sg.nfut.aff,hoŋ¹-muː³,hoŋ¹-Σ,hoŋ¹+Σ,h o ŋ ⁵ Σ,h o ŋ ⁵ + Σ,informal,unspec_par,,Zhou2025Tedim,nopage,tedim
tedim440,mu:³,2.sg.1.sg.nfut.aff,noŋ¹-muː³ hiː³,noŋ¹-Σ hiː³,noŋ¹+Σ+hiː³,n o ŋ ⁵ Σ h ii ¹,n o ŋ ⁵ + Σ + h ii ¹,formal,,,Zhou2025Tedim,nopage,tedim
tedim441,mu:³,2.sg.1.pl.excl.nfut.aff,hoŋ¹-muː³ teʔ³,hoŋ¹-Σ teʔ³,hoŋ¹+Σ+teʔ³,h o ŋ ⁵ Σ t e ʔ ¹,h o ŋ ⁵ + Σ + t e ʔ ¹,informal,,,Zhou2025Tedim,nopage,tedim
tedim442,mu:³,2.sg.1.pl.excl.nfut.aff,hoŋ¹-muː³,hoŋ¹-Σ,hoŋ¹+Σ,h o ŋ ⁵ Σ,h o ŋ ⁵ + Σ,informal,unspec_par,,Zhou2025Tedim,nopage,tedim
tedim443,mu:³,2.sg.1.pl.excl.nfut.aff,noŋ¹-muː³ hiː³,noŋ¹-Σ hiː³,noŋ¹+Σ+hiː³,n o ŋ ⁵ Σ h ii ¹,n o ŋ ⁵ + Σ + h ii ¹,formal,,,Zhou2025Tedim,nopage,tedim
tedim444,mu:³,2.pl.1.sg.nfut.aff,hoŋ¹-muː³ teʔ³,hoŋ¹-Σ teʔ³,hoŋ¹+Σ+teʔ³,h o ŋ ⁵ Σ t e ʔ ¹,h o ŋ ⁵ + Σ + t e ʔ ¹,informal,,optional_plural,Zhou2025Tedim,nopage,tedim
tedim445,mu:³,2.pl.1.sg.nfut.aff,hoŋ¹-muː³ uʔ³teʔ³,hoŋ¹-Σ uʔ³teʔ³,hoŋ¹+Σ+uʔ³+teʔ³,h o ŋ ⁵ Σ u ʔ ¹ t e ʔ ¹,h o ŋ ⁵ + Σ + u ʔ ¹ + t e ʔ ¹,informal,,,Zhou2025Tedim,nopage,tedim
tedim446,mu:³,2.pl.1.sg.nfut.aff,hoŋ¹-muː³,hoŋ¹-Σ,hoŋ¹+Σ,h o ŋ ⁵ Σ,h o ŋ ⁵ + Σ,informal,unspec_par,optional_plural,Zhou2025Tedim,nopage,tedim
tedim447,mu:³,2.pl.1.sg.nfut.aff,hoŋ¹-muː³ uʔ³,hoŋ¹-Σ uʔ³,hoŋ¹+Σ+uʔ³,h o ŋ ⁵ Σ u ʔ ¹,h o ŋ ⁵ + Σ + u ʔ ¹,informal,unspec_par,,Zhou2025Tedim,nopage,tedim
tedim448,mu:³,2.pl.1.sg.nfut.aff,noŋ¹-muː³ hiː³,noŋ¹-Σ hiː³,noŋ¹+Σ+hiː³,n o ŋ ⁵ Σ h ii ¹,n o ŋ ⁵ + Σ + h ii ¹,formal,,optional_plural,Zhou2025Tedim,nopage,tedim
tedim449,mu:³,2.pl.1.sg.nfut.aff,noŋ¹-muː³ uʔ³ hiː³,noŋ¹-Σ uʔ³ hiː³,noŋ¹+Σ+uʔ³+hiː³,n o ŋ ⁵ Σ u ʔ ¹ h ii ¹,n o ŋ ⁵ + Σ + u ʔ ¹ + h ii ¹,formal,,,Zhou2025Tedim,nopage,tedim
tedim450,mu:³,2.pl.1.pl.excl.nfut.aff,hoŋ¹-muː³ teʔ³,hoŋ¹-Σ teʔ³,hoŋ¹+Σ+teʔ³,h o ŋ ⁵ Σ t e ʔ ¹,h o ŋ ⁵ + Σ + t e ʔ ¹,informal,,optional_plural,Zhou2025Tedim,nopage,tedim
